Category,Image,Sil_5,Sil_10,Sil_20,Sil_30,Sil_40,Sil_50,Sil_60,Sil_80,Sil_100
train,061_5_c9_005814,4,9,8,6,6,1,4,67,93
train,061_5_c9_005815,2,5,18,27,25,12,7,37,25
train,061_5_c9_005816,1,4,3,29,18,5,40,29,45
train,061_5_c9_005817,3,8,14,18,19,8,18,45,40
train,061_5_c9_005818,3,8,16,12,31,20,36,54,13
train,061_5_c9_005820,3,0,19,20,0,46,32,34,59
train,061_5_c9_005821,3,3,4,0,8,39,34,14,81
train,061_5_c9_005822,1,9,8,2,30,26,29,19,79
train,061_5_c9_005823,4,1,10,26,21,38,46,40,95
train,061_6_c6_005824,4,9,7,19,4,24,35,67,93
train,061_6_c6_005825,4,7,1,19,1,24,30,48,42
train,061_6_c6_005826,1,9,3,5,37,1,35,70,91
train,061_6_c6_005827,2,5,5,17,2,12,47,2,25
train,061_6_c6_005828,1,9,3,5,37,28,25,4,99
train,061_6_c9_005829,1,6,18,27,15,12,8,44,37
train,061_6_c9_005830,1,9,3,5,37,1,25,49,57
train,061_6_c9_005831,1,7,1,13,1,7,14,19,68
train,061_6_c9_005832,1,4,8,2,12,46,0,3,97
train,061_6_c9_005833,2,0,19,8,27,27,52,69,97
train,061_6_c9_005834,2,0,19,8,8,39,16,72,9
train,061_6_c9_005835,1,6,18,27,15,44,7,23,77
train,061_6_c9_005836,3,4,11,5,22,6,32,49,59
train,061_6_c9_005837,3,8,11,3,22,21,11,38,82
train,061_6_c9_005838,3,8,11,3,31,21,11,62,54
train,061_6_c9_005839,4,0,19,8,27,22,16,56,17
train,061_6_c9_005840,3,4,3,29,22,6,15,77,2
train,061_6_c9_005841,4,1,7,11,11,40,45,20,12
train,061_6_c9_005842,1,4,3,5,37,28,25,49,45
train,061_6_c9_005843,4,1,10,26,21,3,46,61,4
train,061_6_c9_005844,4,7,9,6,28,0,17,18,63
train,061_6_c9_005845,2,3,18,27,15,27,7,23,77
train,061_6_c9_005846,4,9,8,19,4,26,29,25,24
train,061_6_c9_005847,4,1,8,2,14,3,48,64,34
train,061_6_c9_005848,4,1,7,11,11,40,45,20,15
train,061_6_c9_005849,3,4,3,29,22,6,15,8,2
train,061_6_c9_005850,1,4,2,18,16,35,28,1,60
train,061_6_c9_005851,1,3,14,15,36,45,27,27,6
train,061_6_c9_005852,1,6,18,27,15,12,9,44,25
train,061_6_c9_005853,4,9,7,19,4,24,3,25,42
train,061_6_c9_005854,1,4,13,7,24,5,40,29,75
train,061_6_c9_005855,3,4,3,5,22,6,15,77,2
train,061_6_c9_005856,1,6,13,7,24,2,38,29,25
train,061_6_c9_005857,0,5,5,21,29,43,55,2,14
train,061_6_c9_005858,4,1,10,26,21,3,44,61,57
train,061_6_c9_005859,4,1,0,28,26,13,10,32,20
train,061_6_c9_005860,1,9,3,5,37,28,25,49,91
train,061_6_c9_005861,1,4,3,20,12,46,0,29,55
train,061_6_c9_005862,4,1,10,26,21,38,46,40,95
train,061_6_c9_005863,4,7,7,6,6,4,35,58,85
train,061_6_c9_005864,4,1,10,26,14,3,48,61,58
train,061_6_c9_005865,1,6,5,17,2,0,47,79,1
train,061_6_c9_005866,2,0,0,8,27,22,52,69,17
train,061_6_c9_005867,2,5,5,9,23,49,6,65,87
train,061_6_c9_005868,3,4,14,18,39,32,26,36,83
train,061_6_c9_005869,1,9,14,18,39,32,26,36,83
train,061_6_c9_005870,3,8,16,12,31,20,36,54,13
train,061_6_c9_005871,3,8,14,5,19,6,18,45,40
train,061_6_c9_005872,3,8,11,3,22,6,15,38,82
train,061_6_c9_005873,4,1,10,11,11,40,45,17,15
train,061_6_c9_005874,2,0,19,8,8,39,20,72,9
train,061_6_c9_005875,4,1,10,26,34,37,48,76,70
train,061_6_c9_005876,2,0,17,16,26,9,57,39,50
train,061_6_c9_005877,4,1,10,26,21,3,2,30,4
train,061_6_c9_005878,1,9,14,18,37,32,25,36,53
train,061_6_c9_005879,4,1,0,28,26,13,10,32,20
train,061_6_c9_005880,2,0,19,0,8,39,20,72,9
train,061_6_c9_005881,4,1,10,28,14,13,10,32,48
train,061_6_c9_005882,4,7,9,6,6,37,33,58,85
train,061_6_c9_005883,2,0,19,8,27,22,16,56,17
train,061_6_c9_005884,1,9,3,24,38,42,19,57,11
train,061_6_c9_005885,2,3,4,0,5,29,34,22,81
train,061_6_c9_005886,0,2,6,22,20,16,51,12,14
train,061_6_c9_005887,2,0,17,8,26,22,16,67,93
train,061_6_c9_005888,4,1,10,16,26,13,2,32,50
train,061_6_c9_005889,3,8,16,12,35,41,36,16,18
train,061_6_c9_005890,3,8,16,12,31,20,36,54,41
train,061_6_c9_005891,1,9,3,5,37,1,25,45,91
train,061_6_c9_005892,2,0,17,16,26,9,57,39,50
train,061_6_c9_005893,0,7,8,27,15,27,54,60,79
train,061_6_c9_005894,4,1,10,26,21,38,46,40,57
train,061_6_c9_005895,3,8,11,3,22,21,11,62,54
train,061_6_c9_005896,3,4,3,29,22,6,15,77,2
train,061_6_c9_005897,2,7,9,8,27,31,52,69,73
train,061_6_c9_005898,1,9,8,2,30,46,29,3,36
train,061_6_c9_005899,3,3,4,0,35,19,34,16,18
train,061_6_c9_005900,1,7,9,22,28,16,42,15,63
train,061_6_c9_005901,1,6,2,18,39,45,58,63,60
train,061_6_c9_005902,1,6,8,7,24,5,38,73,68
train,061_6_c9_005903,2,0,0,28,26,13,10,32,50
train,061_6_c9_005904,2,0,19,0,8,39,34,14,9
train,061_7_c9_005905,3,8,11,3,22,21,11,38,82
train,061_7_c9_005906,2,0,19,0,8,39,20,14,9
train,061_7_c9_005907,3,8,11,3,16,21,11,62,27
train,061_7_c9_005908,2,0,0,28,26,13,10,30,20
train,061_7_c9_005909,1,7,1,6,1,4,14,10,85
train,061_7_c9_005910,1,4,13,7,24,5,40,73,30
train,061_7_c9_005911,2,0,19,8,8,22,20,72,9
train,061_7_c9_005912,4,7,9,22,13,37,33,71,44
train,061_7_c9_005913,4,1,7,11,11,40,45,20,12
train,061_7_c9_005914,4,7,9,4,34,37,33,76,70
train,061_7_c9_005915,2,5,5,17,2,12,4,37,25
train,061_7_c9_005916,1,4,3,29,12,5,0,29,55
train,061_7_c9_005917,1,9,1,23,1,10,39,10,53
train,061_7_c9_005918,3,8,16,12,35,41,23,42,18
train,061_7_c9_005919,3,4,14,18,19,45,58,45,40
train,061_7_c9_005920,1,7,14,6,6,4,17,58,62
train,061_7_c9_005921,3,8,11,3,31,21,23,62,54
train,061_7_c9_005922,0,7,9,22,13,16,33,21,89
train,061_7_c9_005923,3,4,17,0,5,19,26,41,8
train,061_8_c9_005924,4,1,10,11,11,40,44,5,48
train,061_8_c9_005925,1,9,19,20,19,1,0,45,59
train,061_8_c9_005926,2,0,19,16,12,46,32,34,55
train,061_8_c9_005927,4,0,10,26,21,38,46,34,57
train,061_8_c9_005928,2,5,0,28,14,13,10,32,20
train,061_8_c9_005929,2,0,17,16,26,9,57,39,80
train,061_8_c9_005930,3,3,2,15,16,35,24,1,46
train,061_8_c9_005931,4,1,10,26,21,38,2,40,48
train,061_8_c9_005932,3,8,16,12,31,20,36,42,41
train,061_8_c9_005933,4,7,9,22,13,37,33,76,70
train,061_8_c9_005934,0,6,6,14,29,2,38,2,14
train,061_8_c9_005935,4,1,10,26,21,38,46,61,95
train,061_8_c9_005936,1,4,3,5,37,1,26,36,83
train,061_8_c9_005937,4,7,9,22,13,37,33,76,70
train,061_8_c9_005938,4,5,0,28,14,27,52,30,20
train,061_8_c9_005939,1,9,3,23,37,28,39,4,99
train,061_8_c9_005940,1,6,2,14,10,25,22,51,64
train,061_8_c9_005941,0,2,15,25,7,47,50,75,96
train,061_8_c9_005942,0,2,15,4,34,37,43,74,32
train,061_8_c9_005943,4,7,7,19,4,24,37,5,31
train,061_8_c9_005944,4,7,7,19,4,24,30,25,42
train,061_8_c9_005945,3,3,4,0,8,39,34,59,59
train,061_8_c9_005946,4,1,7,11,13,26,33,5,48
train,061_8_c9_005947,0,7,9,22,13,16,33,21,22
train,061_8_c9_005948,1,6,13,7,24,2,39,13,98
train,061_8_c9_005949,2,5,18,27,15,49,4,23,43
train,061_8_c9_005950,1,9,14,23,1,10,39,10,53
train,061_8_c9_005951,4,1,0,8,27,22,52,56,86
train,061_8_c9_005952,4,1,7,11,11,40,44,5,85
train,061_8_c9_005953,3,4,2,7,16,35,24,1,46
train,061_8_c9_005954,1,7,1,27,1,7,1,48,7
train,064_1_c4_016069,1,9,3,5,37,28,25,4,45
train,064_1_c4_016070,4,0,8,2,12,46,44,34,57
train,064_1_c4_016071,1,7,1,19,1,7,30,48,7
train,064_1_c4_016072,1,9,1,10,9,10,14,19,79
train,064_1_c4_016073,2,0,19,0,8,39,16,14,9
train,064_1_c4_016074,2,3,4,0,5,29,13,22,94
train,064_1_c4_016075,3,8,14,5,37,32,18,7,88
train,064_1_c4_016076,3,8,16,12,35,41,36,16,41
train,064_1_c4_016077,3,4,11,3,22,6,15,38,71
train,064_1_c4_016078,4,1,7,11,11,4,45,20,12
train,064_1_c4_016079,1,9,8,2,30,46,29,19,52
train,064_1_c4_016080,4,9,7,19,4,24,3,25,42
train,064_1_c4_016081,3,8,16,12,35,41,36,16,13
train,064_1_c4_016082,4,7,7,6,6,4,17,67,12
train,064_1_c4_016083,2,5,0,8,27,22,52,69,86
train,064_1_c4_016084,0,2,6,14,20,11,21,53,38
train,064_1_c4_016085,0,2,15,25,7,11,31,31,26
train,064_1_c4_016086,0,2,15,4,33,11,31,31,67
train,064_1_c4_016087,0,2,15,14,33,34,31,53,38
train,064_1_c4_016088,0,7,6,21,3,23,56,47,22
train,064_1_c4_016089,3,8,16,12,31,20,23,42,56
train,064_1_c4_016090,3,4,11,29,22,6,15,8,40
train,064_1_c4_016091,1,9,1,23,1,10,14,10,91
train,064_1_c4_016092,4,1,7,11,11,40,45,20,12
train,064_1_c4_016093,3,0,17,16,5,1,26,36,83
train,064_1_c9_016094,3,3,2,15,16,8,24,26,29
train,064_1_c9_016095,1,6,6,13,2,12,8,50,37
train,064_1_c9_016096,1,9,8,2,30,26,29,19,79
train,064_1_c9_016097,0,6,18,14,29,34,28,24,28
train,064_1_c9_016098,1,6,13,7,24,2,38,44,30
train,064_1_c9_016099,2,3,19,0,8,39,34,14,9
train,064_1_c9_016100,1,6,2,7,2,12,8,44,37
train,064_1_c9_016101,1,9,1,10,9,33,41,28,76
train,064_1_c9_016102,0,2,15,14,29,25,49,24,64
train,064_1_c9_016103,0,2,15,4,33,48,43,74,67
train,064_1_c9_016104,0,2,15,4,33,48,43,74,32
train,064_1_c9_016105,0,2,15,14,33,11,31,33,90
train,064_1_c9_016106,1,6,13,7,24,2,38,13,30
train,064_1_c9_016107,4,1,7,11,11,40,3,20,12
train,064_1_c9_016108,2,7,9,6,6,4,4,67,93
train,066_1_c10_001513,4,7,7,19,4,24,3,25,42
train,066_1_c10_001514,1,9,3,5,37,28,25,4,45
train,066_1_c10_001515,4,9,8,10,9,24,41,5,24
train,066_1_c10_001516,1,9,8,2,30,26,29,19,79
train,066_1_c10_001517,1,7,1,19,4,24,30,48,16
train,066_1_c10_001518,0,2,15,4,33,48,43,74,67
train,066_1_c10_001519,0,2,15,25,33,11,31,31,90
train,066_1_c10_001520,3,8,12,1,32,18,59,43,19
train,066_1_c10_001521,3,8,12,1,32,18,59,43,19
train,066_1_c2_001522,0,6,18,27,25,34,55,2,28
train,066_1_c2_001523,1,4,13,29,18,5,40,6,75
train,066_1_c2_001524,1,7,1,22,1,7,30,60,7
train,066_1_c2_001525,4,1,7,19,4,24,3,5,31
train,066_1_c2_001526,1,6,13,10,9,2,9,10,76
train,066_1_c2_001527,1,6,13,7,24,2,38,13,98
train,066_1_c2_001528,1,6,13,23,24,2,39,10,39
train,066_1_c2_001529,1,6,13,10,9,2,9,13,5
train,066_1_c2_001530,4,7,1,19,4,7,30,48,7
train,066_1_c2_001531,2,5,0,8,27,27,52,69,86
train,066_2_c10_001532,1,6,6,10,3,23,56,55,5
train,066_2_c10_001536,0,2,6,21,3,23,12,35,61
train,066_2_c10_001537,2,5,5,27,25,31,55,69,73
train,066_2_c10_001538,1,6,13,7,24,5,38,55,75
train,066_2_c10_001539,1,7,8,10,9,26,56,60,68
train,066_2_c10_001540,0,5,18,27,15,27,7,23,43
train,066_2_c10_001541,0,7,9,22,25,7,42,15,35
train,066_2_c10_001542,3,4,2,20,19,14,51,66,40
train,066_2_c10_001543,1,9,1,13,1,10,14,48,3
train,066_2_c10_001544,4,1,0,28,14,13,48,76,20
train,066_2_c10_001545,0,7,9,22,13,16,33,21,22
train,066_2_c10_001546,0,2,15,4,33,48,37,12,67
train,066_2_c10_001547,0,6,18,27,15,12,7,23,25
train,066_2_c10_001548,0,7,8,21,3,23,56,55,61
train,066_2_c10_001549,2,0,4,0,8,29,20,72,81
train,066_2_c10_001550,3,3,3,20,19,39,27,66,40
train,066_2_c10_001551,4,7,7,19,4,24,3,25,42
train,066_2_c10_001552,1,6,13,14,10,25,22,12,0
train,066_2_c10_001553,3,3,2,15,36,15,5,9,29
train,066_2_c10_001554,2,0,19,0,8,29,20,72,9
train,066_2_c10_001555,1,7,6,13,3,2,38,55,5
train,066_2_c10_001556,0,2,2,14,10,8,49,9,10
train,066_2_c10_001557,3,0,17,5,19,1,35,34,59
train,066_2_c2_001533,3,3,19,20,19,14,51,11,59
train,066_2_c2_001534,3,4,2,29,10,8,40,6,65
train,066_2_c2_001535,0,2,15,25,7,11,31,31,26
train,066_2_c2_001558,0,7,6,21,3,23,56,60,61
train,066_2_c2_001559,1,6,6,21,3,23,38,55,61
train,066_2_c2_001560,0,2,15,14,33,34,43,24,10
train,066_2_c2_001561,1,6,1,10,3,33,41,55,84
train,066_2_c2_001562,1,6,6,10,3,23,38,55,5
train,066_2_c2_001563,1,7,6,21,3,23,21,55,61
train,066_2_c2_001564,0,2,15,4,34,34,43,12,28
train,066_2_c2_001565,1,9,1,5,37,1,35,70,91
train,066_2_c2_001566,2,9,7,24,38,42,19,57,11
train,066_2_c2_001567,0,4,2,20,16,14,28,59,47
train,066_2_c2_001568,0,2,18,14,19,12,51,44,37
train,066_2_c2_001569,1,4,2,29,18,5,40,6,65
train,066_2_c2_001570,0,4,2,20,10,14,51,66,33
train,066_2_c2_001571,2,5,0,9,23,49,6,0,74
train,066_2_c2_001572,4,1,10,26,21,3,2,61,58
train,066_2_c2_001573,4,1,0,28,14,13,10,30,20
train,066_2_c2_001574,0,2,15,25,7,14,51,66,0
train,066_2_c2_001575,0,2,15,4,34,34,43,12,32
train,066_2_c2_001576,4,1,10,26,21,38,33,71,44
train,066_2_c2_001577,1,7,1,19,3,7,30,60,61
train,066_2_c2_001578,1,6,6,7,10,2,38,55,98
train,066_2_c2_001579,0,2,15,25,7,47,50,31,26
train,066_2_c2_001580,0,2,15,25,7,11,31,31,90
train,066_2_c2_001581,1,9,1,19,4,24,41,70,24
train,066_2_c2_001582,4,9,3,24,38,42,19,57,11
train,066_2_c2_001583,3,4,3,20,10,25,22,51,64
train,066_2_c2_001584,0,2,15,4,33,48,43,74,0
train,066_2_c3_001585,2,3,4,0,36,29,27,27,81
train,066_2_c3_001586,4,7,9,22,25,7,56,60,61
train,066_2_c3_001587,1,7,1,21,3,7,56,60,61
train,066_2_c3_001588,0,7,6,21,3,7,56,60,89
train,066_2_c3_001589,3,3,14,15,36,45,5,7,6
train,066_2_c3_001590,4,1,7,19,4,24,3,25,24
train,066_2_c3_001591,2,5,5,17,2,0,47,68,87
train,066_2_c3_001592,2,3,4,15,36,29,13,22,69
train,066_2_c3_001593,3,8,19,0,8,39,34,14,9
train,066_2_c3_001594,0,7,12,1,32,18,59,43,19
train,066_2_c3_001595,4,5,5,22,25,43,42,15,35
train,066_2_c3_001596,4,9,12,24,0,30,53,52,51
train,066_2_c3_001597,4,0,18,27,15,27,7,58,86
train,066_2_c3_001598,2,5,4,9,23,29,4,0,23
train,066_2_c8_001599,3,8,16,12,35,41,34,14,18
train,066_2_c8_001600,2,0,8,2,12,46,0,64,74
train,066_2_c8_001601,2,5,5,9,23,43,0,64,74
train,066_2_c8_001602,0,3,2,15,36,35,28,23,10
train,069_1_c2_014814,1,9,3,24,38,42,19,57,11
train,069_1_c2_014815,1,9,3,10,38,42,19,57,11
train,069_1_c2_014816,1,9,3,10,9,28,41,29,45
train,069_1_c2_014817,1,4,8,2,12,46,0,3,36
train,069_1_c2_014818,1,4,8,2,12,46,29,3,36
train,069_1_c2_014819,1,6,14,18,39,32,19,55,84
train,069_1_c2_014820,4,5,0,28,14,27,52,30,20
train,069_1_c2_014821,1,6,13,7,24,12,8,44,25
train,069_1_c2_014822,0,2,15,14,33,11,31,33,90
train,069_1_c2_014823,0,2,15,25,7,47,50,31,26
train,069_1_c3_014824,0,7,6,22,28,43,42,64,34
train,069_1_c3_014825,1,9,1,23,1,10,41,48,3
train,069_1_c3_014826,1,6,1,10,9,33,9,28,5
train,069_1_c3_014827,1,9,1,23,1,10,1,48,3
train,069_1_c3_014828,2,3,4,15,36,15,27,65,49
train,069_1_c8_014829,2,0,19,8,27,31,35,11,73
train,069_1_c8_014830,4,1,7,11,11,40,3,5,15
train,069_1_c8_014831,1,4,8,2,12,46,0,3,36
train,069_1_c8_014832,3,4,8,20,12,46,0,3,55
train,069_1_c8_014833,4,7,9,6,6,4,17,18,62
train,069_1_c8_014834,2,3,14,18,39,0,26,79,83
train,069_1_c8_014835,1,4,14,18,39,32,58,63,60
train,069_1_c8_014836,1,3,14,18,39,45,58,63,6
train,070_1_c11_016692,1,6,1,10,9,33,9,28,5
train,070_1_c11_016694,2,5,0,9,14,49,10,0,20
train,070_1_c11_016695,1,9,1,23,1,10,14,10,91
train,070_1_c11_016696,1,6,13,10,17,33,8,50,84
train,070_1_c11_016697,0,2,15,25,7,47,50,75,26
train,070_1_c11_016698,0,2,15,14,33,25,22,53,38
train,070_1_c11_016699,1,4,13,29,18,17,40,6,65
train,070_1_c11_016700,1,4,3,29,18,5,40,29,75
train,070_1_c11_016701,4,7,9,22,13,26,33,21,7
train,070_1_c11_016702,1,7,1,13,17,36,1,78,16
train,070_1_c11_016703,1,3,14,18,39,32,58,63,60
train,070_1_c11_016704,1,6,13,10,17,33,9,50,76
train,070_1_c11_016705,1,7,9,22,13,7,56,21,7
train,070_1_c11_016706,1,7,14,13,17,36,21,78,92
train,070_1_c11_016707,4,5,0,28,14,43,10,32,20
train,070_1_c11_016708,2,3,4,0,5,19,13,22,94
train,070_1_c11_016709,3,3,2,15,36,45,13,1,69
train,070_1_c11_016710,4,1,7,19,4,24,3,25,15
train,070_1_c11_016711,1,6,13,7,24,2,39,13,30
train,070_1_c11_016712,2,5,5,17,2,0,4,37,87
train,070_1_c6_016693,0,2,15,14,10,25,22,51,64
train,070_1_c6_016713,1,7,6,13,17,36,21,47,92
train,070_1_c6_016714,4,1,7,19,4,24,3,25,42
train,070_1_c6_016715,1,6,1,10,9,33,9,28,5
train,070_1_c6_016716,2,0,0,28,34,37,43,30,86
train,070_1_c6_016717,1,9,12,5,37,1,41,70,88
train,070_1_c6_016718,1,6,13,10,9,33,9,28,76
train,070_1_c9_016719,4,1,7,19,4,4,44,5,85
train,070_1_c9_016720,3,8,16,12,31,20,36,54,41
train,070_1_c9_016721,3,8,16,3,31,20,23,54,56
train,070_1_c9_016722,4,1,10,26,21,38,33,17,44
train,070_1_c9_016723,1,6,6,13,17,36,56,35,5
train,070_1_c9_016724,3,8,16,12,35,41,34,16,18
train,070_1_c9_016725,1,9,1,10,9,10,41,19,36
train,070_1_c9_016726,2,5,5,17,2,12,4,37,87
train,070_1_c9_016727,4,1,7,11,11,40,45,20,15
train,070_1_c9_016728,3,8,16,12,35,41,36,42,41
train,070_1_c9_016729,3,8,12,1,32,18,18,43,19
train,071_10_c9_007098,1,9,3,5,37,42,25,49,11
train,071_10_c9_007099,3,8,16,12,31,20,36,54,41
train,071_10_c9_007100,3,4,11,3,22,6,15,38,82
train,071_10_c9_007101,3,4,3,24,22,42,19,57,40
train,071_10_c9_007102,1,4,8,2,12,5,29,19,36
train,071_10_c9_007103,1,9,3,24,38,42,19,57,11
train,071_10_c9_007104,1,9,3,24,38,42,19,57,11
train,071_10_c9_007105,4,9,7,24,38,4,17,18,11
train,071_10_c9_007106,4,1,0,28,38,42,10,32,11
train,071_10_c9_007107,1,9,13,23,24,10,39,10,53
train,071_10_c9_007108,1,3,14,17,2,12,47,79,1
train,071_10_c9_007109,3,8,16,12,31,20,36,16,41
train,071_10_c9_007110,2,0,19,5,37,28,16,11,9
train,071_10_c9_007111,4,5,0,24,38,42,19,57,11
train,071_10_c9_007112,2,0,17,16,26,9,57,39,50
train,071_11_c11_007113,3,3,16,12,19,45,27,7,41
train,071_11_c11_007114,2,5,5,9,25,31,55,37,72
train,071_11_c11_007115,0,6,6,21,3,25,56,28,5
train,071_11_c11_007116,3,8,11,3,16,8,32,62,96
train,071_11_c11_007117,4,1,10,4,34,37,43,76,32
train,071_11_c11_007118,0,2,15,25,7,47,50,75,96
train,071_11_c11_007119,0,2,2,14,10,25,28,53,38
train,071_11_c11_007120,1,7,6,13,28,0,21,47,63
train,071_11_c11_007121,3,3,4,0,5,19,34,41,8
train,071_11_c11_007122,3,3,2,18,39,45,58,63,60
train,071_11_c11_007123,2,3,4,15,36,29,13,27,21
train,071_11_c11_007124,0,2,15,4,33,48,43,74,32
train,071_11_c11_007125,3,0,12,25,7,47,50,75,96
train,071_11_c11_007126,2,3,4,15,36,29,27,22,74
train,071_11_c11_007127,4,1,12,24,0,30,53,52,51
train,071_11_c11_007128,4,1,12,1,32,18,59,17,19
train,071_11_c11_007129,1,6,13,23,17,36,39,78,53
train,071_12_c11_007130,3,8,16,12,35,41,36,42,18
train,071_12_c11_007131,3,3,4,15,35,19,34,27,18
train,071_12_c11_007132,1,6,13,23,17,36,39,50,11
train,071_12_c11_007133,3,4,3,24,38,42,19,57,11
train,071_12_c11_007134,3,8,11,3,16,21,11,62,18
train,071_12_c11_007135,1,9,3,23,37,28,39,4,53
train,071_12_c11_007136,1,6,6,13,17,36,21,78,92
train,071_12_c11_007137,3,3,4,15,35,41,13,16,69
train,071_1_c4_007092,3,8,16,12,0,20,23,54,54
train,071_1_c4_007093,1,4,3,29,18,28,25,4,45
train,071_1_c4_007094,1,9,3,24,38,42,19,57,11
train,071_1_c4_007095,1,9,1,23,17,36,39,10,39
train,071_1_c4_007096,2,4,3,24,38,42,19,57,11
train,071_1_c4_007097,3,8,16,12,35,41,23,16,18
train,071_2_c4_007138,3,3,16,12,39,45,36,7,41
train,071_2_c4_007139,1,4,13,7,18,5,40,6,75
train,071_2_c4_007140,1,6,13,7,24,44,38,73,30
train,071_2_c4_007141,1,4,13,7,18,5,40,6,75
train,071_2_c4_007142,1,6,8,2,30,46,54,19,36
train,071_3_c4_007143,0,2,15,14,29,34,31,24,28
train,071_3_c4_007144,0,2,2,25,7,11,31,31,26
train,071_3_c4_007145,0,2,15,14,10,11,31,31,90
train,071_3_c4_007146,0,2,2,25,7,47,50,31,26
train,071_3_c4_007147,0,2,15,25,7,47,50,75,26
train,071_3_c4_007148,0,2,15,4,33,48,43,74,67
train,071_3_c4_007149,0,2,15,14,33,11,31,53,10
train,071_3_c4_007150,0,2,15,4,33,48,43,74,67
train,071_3_c4_007151,0,2,15,25,7,47,50,75,26
train,071_3_c4_007152,2,2,15,4,34,47,43,75,32
train,071_3_c4_007153,0,2,15,4,33,48,37,74,67
train,071_3_c4_007154,0,2,15,14,29,34,28,24,10
train,071_3_c4_007155,0,2,18,14,29,34,28,24,28
train,071_3_c4_007156,0,2,15,14,33,11,31,53,38
train,071_3_c4_007157,3,8,11,3,22,21,23,62,56
train,071_3_c4_007158,1,6,6,13,10,17,21,50,84
train,071_3_c4_007159,0,6,18,27,15,44,8,44,37
train,071_3_c4_007160,1,6,13,7,24,5,38,73,98
train,071_3_c4_007161,3,4,3,29,18,17,15,8,2
train,071_3_c4_007162,0,2,15,4,34,48,43,74,67
train,071_3_c4_007163,0,2,15,4,33,48,37,74,67
train,071_3_c4_007164,2,5,5,17,28,0,4,37,63
train,071_3_c4_007165,1,9,14,23,1,10,14,10,53
train,071_3_c4_007166,0,7,6,21,20,16,21,47,22
train,071_3_c4_007167,0,2,2,14,29,34,28,24,64
train,071_3_c4_007168,4,7,1,19,4,7,30,48,7
train,071_3_c4_007169,0,2,15,4,33,48,43,74,67
train,071_3_c4_007170,1,6,13,7,24,2,14,10,68
train,071_3_c4_007171,1,6,8,2,30,26,14,60,68
train,071_3_c4_007172,3,4,2,20,16,35,28,59,77
train,071_3_c4_007173,0,2,2,14,10,34,28,24,10
train,071_3_c4_007174,3,2,2,25,7,8,50,9,26
train,071_3_c4_007175,0,2,6,14,29,34,28,24,28
train,071_3_c4_007176,0,2,15,14,33,11,37,33,67
train,071_3_c4_007177,1,6,13,7,24,2,38,13,98
train,071_3_c4_007178,4,1,0,28,26,13,10,32,20
train,071_3_c4_007179,1,6,13,18,39,17,39,13,98
train,071_3_c4_007180,0,2,15,25,7,47,50,31,26
train,071_3_c4_007181,1,6,13,10,17,2,9,13,5
train,071_3_c4_007182,0,2,15,14,33,34,31,31,10
train,071_3_c4_007183,0,5,5,22,28,43,42,64,72
train,071_3_c4_007184,4,5,0,28,34,37,4,37,86
train,071_3_c4_007185,1,4,14,18,39,32,58,36,60
train,071_3_c4_007186,1,4,13,7,24,5,40,6,75
train,071_3_c4_007187,3,3,2,18,39,35,58,63,60
train,071_3_c4_007188,0,2,15,25,7,11,31,31,26
train,071_3_c4_007189,0,2,15,25,7,47,50,31,26
train,071_4_c6_007190,1,9,1,23,38,42,19,57,11
train,071_4_c6_007191,1,6,13,10,9,33,39,4,76
train,071_4_c6_007192,1,6,1,10,9,33,9,28,5
train,071_4_c6_007193,0,6,6,10,9,25,22,28,5
train,071_4_c6_007194,1,9,1,13,17,36,1,78,16
train,071_4_c6_007195,1,9,14,23,17,36,1,78,53
train,071_4_c6_007196,1,6,18,27,15,12,7,23,25
train,071_4_c6_007197,1,9,1,23,1,10,14,10,39
train,071_4_c6_007198,1,9,3,24,38,42,19,57,11
train,071_4_c6_007199,1,9,3,24,38,42,19,57,11
train,071_4_c6_007200,1,9,14,23,1,32,35,45,53
train,071_5_c6_007201,0,5,5,17,25,43,42,37,72
train,071_5_c6_007202,1,6,1,10,9,33,9,28,5
train,071_5_c6_007203,1,6,6,10,3,33,56,55,5
train,071_5_c6_007204,2,0,4,0,8,29,34,72,81
train,071_5_c6_007205,2,5,5,17,2,12,47,37,1
train,071_5_c6_007206,1,4,14,17,28,0,47,79,83
train,071_5_c6_007207,1,3,14,18,39,32,58,63,83
train,071_6_c6_007208,0,7,6,21,3,23,12,55,5
train,071_6_c6_007209,1,6,1,10,9,33,9,28,5
train,071_6_c6_007210,1,7,6,13,17,36,42,47,1
train,071_6_c6_007211,1,6,13,10,9,33,9,28,76
train,071_6_c6_007212,2,5,0,8,27,27,52,69,86
train,071_6_c6_007213,1,6,13,7,38,44,19,57,11
train,071_6_c6_007214,1,9,3,23,38,42,19,57,11
train,071_6_c6_007215,4,1,7,24,38,42,19,57,12
train,071_6_c6_007216,1,9,3,23,38,42,19,57,11
train,071_6_c6_007217,1,9,13,10,9,33,9,4,76
train,071_6_c6_007218,1,4,3,10,9,25,22,51,45
train,071_7_c6_007219,2,5,5,17,28,0,4,79,87
train,071_7_c6_007220,1,6,18,27,15,44,7,23,77
train,071_7_c6_007221,1,6,13,7,17,2,8,50,37
train,071_7_c6_007222,2,5,5,9,23,49,6,68,49
train,071_7_c6_007223,1,9,3,10,9,28,25,4,45
train,071_7_c6_007224,1,6,18,27,15,12,7,23,25
