Category,Image,R_LA_5,R_LAC_5,R_A_5,N_LA_5,N_LAC_5,N_A_5,R_LA_10,R_LAC_10,R_A_10,N_LA_10,N_LAC_10,N_A_10,R_LA_15,R_LAC_15,R_A_15,N_LA_15,N_LAC_15,N_A_15,R_LA_20,R_LAC_20,R_A_20,N_LA_20,N_LAC_20,N_A_20,R_LA_25,R_LAC_25,R_A_25,N_LA_25,N_LAC_25,N_A_25,R_LA_30,R_LAC_30,R_A_30,N_LA_30,N_LAC_30,N_A_30,R_LA_35,R_LAC_35,R_A_35,N_LA_35,N_LAC_35,N_A_35,R_LA_40,R_LAC_40,R_A_40,N_LA_40,N_LAC_40,N_A_40
train,064_1_c9_016099,1.0,4.0,5.0,3.0,4.0,5.0,5.0,1.0,5.0,2.0,9.0,1.0,15.0,7.0,8.0,9.0,10.0,8.0,20.0,8.0,3.0,15.0,2.0,16.0,21.0,12.0,11.0,3.0,4.0,14.0,21.0,4.0,23.0,2.0,24.0,1.0,15.0,21.0,33.0,21.0,27.0,25.0,23.0,8.0,30.0,5.0,34.0,26.0
train,064_1_c9_016100,1.0,4.0,5.0,1.0,3.0,4.0,2.0,1.0,1.0,3.0,7.0,5.0,14.0,7.0,2.0,11.0,5.0,3.0,2.0,17.0,2.0,5.0,1.0,11.0,6.0,2.0,10.0,5.0,5.0,7.0,28.0,11.0,4.0,1.0,12.0,20.0,32.0,5.0,13.0,2.0,33.0,2.0,2.0,22.0,3.0,3.0,1.0,8.0
train,064_1_c9_016101,1.0,4.0,5.0,1.0,3.0,4.0,2.0,1.0,1.0,3.0,7.0,5.0,14.0,7.0,2.0,11.0,5.0,3.0,2.0,17.0,2.0,5.0,1.0,11.0,6.0,2.0,23.0,5.0,5.0,7.0,6.0,11.0,20.0,1.0,12.0,20.0,6.0,5.0,23.0,2.0,33.0,2.0,21.0,22.0,3.0,3.0,1.0,8.0
train,064_1_c9_016102,1.0,4.0,5.0,3.0,4.0,5.0,2.0,10.0,1.0,8.0,3.0,6.0,14.0,3.0,2.0,5.0,13.0,5.0,1.0,19.0,15.0,14.0,14.0,1.0,22.0,9.0,3.0,16.0,14.0,21.0,22.0,24.0,28.0,19.0,25.0,30.0,25.0,31.0,31.0,29.0,19.0,30.0,16.0,6.0,29.0,20.0,36.0,12.0
train,064_1_c9_016103,1.0,4.0,5.0,3.0,4.0,5.0,2.0,10.0,1.0,8.0,3.0,6.0,14.0,3.0,2.0,5.0,13.0,5.0,1.0,19.0,2.0,14.0,14.0,1.0,22.0,9.0,3.0,16.0,14.0,21.0,22.0,24.0,28.0,19.0,25.0,30.0,25.0,31.0,31.0,29.0,19.0,30.0,16.0,6.0,29.0,20.0,36.0,12.0
train,064_1_c9_016104,1.0,4.0,5.0,3.0,4.0,5.0,2.0,10.0,1.0,1.0,3.0,6.0,14.0,3.0,2.0,7.0,15.0,13.0,19.0,10.0,2.0,18.0,20.0,17.0,16.0,19.0,25.0,24.0,25.0,24.0,16.0,17.0,29.0,16.0,27.0,24.0,27.0,30.0,35.0,23.0,15.0,27.0,17.0,27.0,33.0,26.0,37.0,28.0
train,064_1_c9_016105,5.0,5.0,3.0,2.0,2.0,2.0,10.0,2.0,7.0,2.0,1.0,1.0,5.0,1.0,13.0,6.0,6.0,12.0,13.0,13.0,18.0,8.0,10.0,12.0,11.0,20.0,17.0,13.0,11.0,19.0,11.0,12.0,1.0,12.0,18.0,21.0,11.0,23.0,16.0,27.0,10.0,20.0,22.0,18.0,14.0,17.0,33.0,7.0
train,064_1_c9_016106,4.0,3.0,1.0,4.0,1.0,3.0,7.0,4.0,3.0,5.0,4.0,2.0,3.0,15.0,5.0,15.0,11.0,1.0,10.0,18.0,10.0,3.0,18.0,4.0,5.0,10.0,9.0,14.0,24.0,9.0,5.0,15.0,14.0,9.0,4.0,10.0,2.0,13.0,27.0,15.0,18.0,22.0,40.0,10.0,20.0,16.0,11.0,3.0
train,064_1_c9_016107,3.0,1.0,2.0,5.0,5.0,1.0,3.0,3.0,2.0,7.0,8.0,8.0,1.0,8.0,4.0,3.0,7.0,7.0,18.0,14.0,19.0,10.0,16.0,3.0,25.0,21.0,18.0,15.0,7.0,20.0,25.0,28.0,22.0,6.0,19.0,22.0,14.0,24.0,20.0,24.0,26.0,9.0,4.0,3.0,22.0,15.0,21.0,11.0
train,064_1_c9_016108,3.0,1.0,2.0,5.0,5.0,1.0,3.0,3.0,2.0,7.0,8.0,8.0,1.0,8.0,11.0,3.0,7.0,7.0,7.0,9.0,12.0,4.0,6.0,14.0,19.0,5.0,1.0,9.0,15.0,6.0,19.0,20.0,15.0,20.0,7.0,14.0,31.0,8.0,9.0,18.0,31.0,10.0,18.0,15.0,32.0,19.0,8.0,14.0
train,066_1_c10_001513,1.0,4.0,5.0,3.0,4.0,5.0,2.0,1.0,1.0,2.0,9.0,1.0,14.0,7.0,2.0,9.0,10.0,8.0,2.0,17.0,2.0,15.0,17.0,16.0,6.0,2.0,23.0,3.0,4.0,14.0,6.0,11.0,20.0,2.0,24.0,1.0,6.0,5.0,23.0,21.0,27.0,25.0,21.0,22.0,27.0,5.0,34.0,26.0
train,066_1_c10_001514,1.0,4.0,5.0,1.0,3.0,4.0,2.0,1.0,1.0,3.0,7.0,5.0,14.0,7.0,2.0,11.0,5.0,3.0,2.0,17.0,2.0,5.0,1.0,11.0,6.0,2.0,23.0,5.0,5.0,7.0,6.0,11.0,20.0,1.0,12.0,20.0,6.0,5.0,23.0,2.0,33.0,2.0,21.0,22.0,3.0,3.0,1.0,8.0
train,066_1_c10_001515,3.0,1.0,2.0,1.0,3.0,4.0,8.0,5.0,4.0,3.0,7.0,5.0,10.0,12.0,6.0,11.0,5.0,3.0,9.0,1.0,1.0,5.0,1.0,11.0,1.0,4.0,4.0,5.0,5.0,7.0,1.0,14.0,18.0,1.0,12.0,20.0,26.0,17.0,22.0,2.0,33.0,2.0,14.0,7.0,17.0,3.0,1.0,8.0
train,066_1_c10_001516,1.0,4.0,5.0,3.0,4.0,5.0,2.0,1.0,1.0,8.0,3.0,6.0,14.0,7.0,2.0,5.0,14.0,5.0,2.0,17.0,2.0,2.0,13.0,7.0,6.0,2.0,23.0,8.0,22.0,8.0,6.0,11.0,20.0,30.0,16.0,16.0,6.0,5.0,23.0,16.0,34.0,5.0,21.0,22.0,27.0,32.0,13.0,18.0
train,066_1_c10_001517,1.0,4.0,5.0,3.0,4.0,5.0,2.0,1.0,1.0,8.0,3.0,6.0,14.0,7.0,2.0,14.0,2.0,15.0,2.0,17.0,2.0,9.0,3.0,2.0,6.0,2.0,23.0,10.0,8.0,2.0,6.0,11.0,20.0,14.0,2.0,2.0,6.0,5.0,23.0,8.0,32.0,23.0,21.0,22.0,3.0,2.0,3.0,17.0
train,066_1_c10_001518,3.0,1.0,2.0,1.0,3.0,4.0,8.0,10.0,4.0,3.0,7.0,5.0,10.0,3.0,6.0,11.0,13.0,3.0,1.0,19.0,15.0,16.0,15.0,1.0,22.0,9.0,19.0,22.0,12.0,25.0,22.0,24.0,28.0,28.0,25.0,25.0,19.0,6.0,19.0,30.0,21.0,21.0,24.0,14.0,21.0,25.0,24.0,35.0
train,066_1_c10_001519,5.0,5.0,3.0,3.0,4.0,5.0,10.0,10.0,7.0,8.0,3.0,6.0,5.0,3.0,13.0,14.0,2.0,15.0,1.0,19.0,18.0,9.0,3.0,10.0,22.0,13.0,3.0,20.0,21.0,1.0,22.0,3.0,1.0,24.0,1.0,28.0,25.0,25.0,31.0,35.0,17.0,31.0,16.0,36.0,29.0,27.0,25.0,36.0
train,066_1_c10_001520,5.0,5.0,3.0,2.0,2.0,2.0,9.0,2.0,9.0,4.0,5.0,3.0,8.0,9.0,1.0,1.0,1.0,14.0,12.0,11.0,9.0,11.0,11.0,8.0,13.0,14.0,15.0,19.0,3.0,10.0,26.0,26.0,17.0,3.0,30.0,8.0,16.0,19.0,12.0,32.0,13.0,29.0,35.0,1.0,1.0,40.0,5.0,2.0
train,066_1_c10_001521,5.0,5.0,3.0,5.0,5.0,1.0,9.0,2.0,9.0,10.0,10.0,10.0,8.0,9.0,1.0,10.0,4.0,9.0,12.0,11.0,9.0,12.0,19.0,15.0,13.0,14.0,15.0,17.0,9.0,12.0,26.0,26.0,17.0,13.0,29.0,11.0,16.0,19.0,12.0,7.0,6.0,34.0,35.0,1.0,1.0,1.0,12.0,16.0
train,066_1_c2_001522,4.0,3.0,1.0,4.0,1.0,3.0,7.0,4.0,3.0,5.0,4.0,2.0,3.0,15.0,5.0,12.0,8.0,6.0,10.0,18.0,10.0,3.0,18.0,4.0,5.0,10.0,9.0,14.0,24.0,3.0,5.0,15.0,14.0,9.0,4.0,10.0,2.0,13.0,27.0,15.0,18.0,22.0,40.0,10.0,7.0,16.0,11.0,3.0
train,066_1_c2_001523,1.0,4.0,5.0,3.0,4.0,5.0,2.0,1.0,1.0,8.0,3.0,6.0,14.0,7.0,2.0,5.0,14.0,5.0,2.0,17.0,2.0,2.0,13.0,7.0,6.0,2.0,23.0,8.0,22.0,8.0,6.0,11.0,20.0,30.0,16.0,16.0,6.0,5.0,23.0,16.0,34.0,5.0,21.0,22.0,3.0,33.0,13.0,18.0
train,066_1_c2_001524,3.0,1.0,2.0,4.0,1.0,3.0,4.0,8.0,8.0,9.0,2.0,4.0,12.0,4.0,14.0,2.0,3.0,2.0,4.0,5.0,5.0,1.0,9.0,6.0,10.0,15.0,7.0,6.0,2.0,4.0,10.0,7.0,10.0,15.0,23.0,7.0,23.0,16.0,8.0,17.0,4.0,32.0,8.0,32.0,40.0,6.0,31.0,25.0
train,066_1_c2_001525,5.0,5.0,3.0,2.0,2.0,2.0,10.0,2.0,7.0,4.0,1.0,3.0,6.0,11.0,7.0,6.0,6.0,11.0,11.0,6.0,7.0,8.0,10.0,12.0,3.0,13.0,20.0,2.0,13.0,15.0,3.0,3.0,7.0,11.0,28.0,8.0,33.0,26.0,1.0,4.0,1.0,7.0,5.0,36.0,6.0,21.0,6.0,15.0
train,066_1_c2_001526,5.0,5.0,3.0,2.0,2.0,2.0,1.0,6.0,7.0,4.0,5.0,3.0,7.0,5.0,10.0,1.0,1.0,14.0,6.0,2.0,4.0,11.0,11.0,8.0,8.0,17.0,13.0,19.0,3.0,10.0,8.0,25.0,24.0,3.0,30.0,8.0,5.0,18.0,6.0,32.0,9.0,29.0,11.0,34.0,18.0,40.0,5.0,21.0
train,066_1_c2_001527,5.0,5.0,3.0,2.0,2.0,2.0,10.0,2.0,7.0,4.0,5.0,3.0,6.0,11.0,7.0,1.0,1.0,14.0,11.0,6.0,7.0,11.0,11.0,8.0,23.0,17.0,8.0,19.0,3.0,10.0,23.0,13.0,19.0,3.0,30.0,8.0,5.0,9.0,34.0,32.0,9.0,29.0,37.0,34.0,19.0,40.0,5.0,21.0
train,066_1_c2_001528,5.0,5.0,3.0,2.0,2.0,2.0,10.0,2.0,7.0,2.0,1.0,1.0,5.0,1.0,13.0,6.0,6.0,12.0,13.0,13.0,18.0,8.0,10.0,12.0,11.0,20.0,17.0,13.0,11.0,19.0,11.0,12.0,1.0,12.0,29.0,21.0,11.0,23.0,16.0,7.0,10.0,20.0,22.0,18.0,14.0,17.0,14.0,32.0
train,066_1_c2_001529,5.0,5.0,3.0,2.0,2.0,2.0,10.0,2.0,7.0,4.0,5.0,3.0,6.0,11.0,7.0,1.0,1.0,14.0,11.0,6.0,7.0,11.0,11.0,8.0,3.0,1.0,20.0,19.0,3.0,10.0,3.0,13.0,7.0,3.0,30.0,8.0,1.0,9.0,34.0,32.0,13.0,29.0,37.0,9.0,37.0,40.0,5.0,2.0
train,066_1_c2_001530,5.0,5.0,3.0,2.0,2.0,2.0,10.0,6.0,7.0,4.0,5.0,3.0,6.0,11.0,7.0,13.0,12.0,4.0,11.0,6.0,7.0,7.0,4.0,9.0,3.0,1.0,20.0,7.0,10.0,17.0,3.0,13.0,7.0,27.0,21.0,13.0,5.0,9.0,34.0,25.0,9.0,28.0,37.0,9.0,19.0,14.0,10.0,24.0
train,066_1_c2_001531,5.0,5.0,3.0,2.0,2.0,2.0,1.0,6.0,7.0,4.0,5.0,3.0,7.0,5.0,10.0,13.0,12.0,4.0,6.0,2.0,4.0,7.0,4.0,9.0,8.0,17.0,13.0,7.0,10.0,17.0,8.0,3.0,24.0,27.0,21.0,13.0,21.0,26.0,6.0,25.0,16.0,28.0,11.0,36.0,18.0,14.0,10.0,24.0
train,066_2_c10_001532,5.0,5.0,3.0,3.0,4.0,5.0,10.0,2.0,7.0,6.0,6.0,7.0,6.0,11.0,7.0,4.0,9.0,10.0,11.0,6.0,7.0,20.0,7.0,5.0,23.0,1.0,8.0,11.0,1.0,23.0,23.0,13.0,19.0,23.0,10.0,12.0,1.0,9.0,34.0,31.0,28.0,4.0,37.0,9.0,19.0,34.0,9.0,34.0
train,066_2_c10_001536,4.0,3.0,1.0,4.0,1.0,3.0,7.0,4.0,3.0,5.0,4.0,9.0,13.0,10.0,12.0,12.0,8.0,6.0,3.0,7.0,20.0,17.0,5.0,20.0,4.0,6.0,21.0,4.0,6.0,3.0,4.0,10.0,5.0,5.0,26.0,23.0,20.0,15.0,24.0,20.0,5.0,8.0,33.0,17.0,23.0,35.0,7.0,13.0
train,066_2_c10_001537,1.0,4.0,5.0,3.0,4.0,5.0,2.0,1.0,1.0,8.0,3.0,6.0,14.0,7.0,2.0,5.0,14.0,5.0,2.0,17.0,2.0,2.0,13.0,7.0,6.0,2.0,23.0,8.0,22.0,8.0,6.0,11.0,20.0,30.0,16.0,16.0,6.0,5.0,23.0,16.0,2.0,5.0,21.0,22.0,27.0,32.0,13.0,18.0
train,066_2_c10_001538,1.0,4.0,5.0,3.0,4.0,5.0,2.0,1.0,1.0,8.0,3.0,6.0,14.0,7.0,2.0,5.0,14.0,5.0,20.0,17.0,2.0,2.0,13.0,7.0,6.0,24.0,10.0,8.0,22.0,8.0,28.0,9.0,4.0,30.0,16.0,16.0,8.0,2.0,2.0,16.0,2.0,26.0,2.0,30.0,15.0,4.0,2.0,20.0
train,066_2_c10_001539,1.0,4.0,5.0,1.0,3.0,4.0,2.0,1.0,1.0,3.0,7.0,5.0,14.0,7.0,2.0,11.0,5.0,3.0,2.0,17.0,2.0,5.0,1.0,11.0,6.0,2.0,23.0,5.0,5.0,7.0,6.0,11.0,20.0,1.0,12.0,20.0,6.0,5.0,23.0,2.0,33.0,2.0,21.0,22.0,3.0,3.0,1.0,8.0
train,066_2_c10_001540,4.0,3.0,1.0,4.0,1.0,3.0,7.0,4.0,3.0,5.0,4.0,9.0,3.0,15.0,5.0,12.0,8.0,6.0,10.0,18.0,10.0,17.0,5.0,20.0,5.0,10.0,9.0,4.0,6.0,3.0,5.0,15.0,14.0,5.0,26.0,23.0,2.0,13.0,27.0,20.0,5.0,8.0,40.0,10.0,7.0,35.0,7.0,13.0
train,066_2_c10_001541,4.0,3.0,1.0,4.0,1.0,3.0,7.0,4.0,3.0,5.0,4.0,2.0,3.0,15.0,5.0,12.0,8.0,6.0,10.0,18.0,10.0,3.0,18.0,4.0,5.0,10.0,9.0,14.0,24.0,3.0,5.0,15.0,14.0,9.0,4.0,10.0,2.0,13.0,27.0,15.0,18.0,22.0,40.0,10.0,20.0,16.0,11.0,3.0
train,066_2_c10_001542,4.0,3.0,1.0,4.0,1.0,3.0,5.0,4.0,5.0,2.0,1.0,1.0,13.0,10.0,12.0,6.0,6.0,12.0,3.0,7.0,8.0,8.0,10.0,12.0,4.0,6.0,21.0,13.0,11.0,19.0,4.0,10.0,13.0,12.0,18.0,21.0,7.0,15.0,24.0,27.0,10.0,20.0,33.0,12.0,13.0,17.0,33.0,7.0
train,066_2_c10_001543,5.0,5.0,3.0,2.0,2.0,2.0,10.0,2.0,7.0,4.0,5.0,3.0,6.0,11.0,7.0,1.0,1.0,11.0,11.0,6.0,7.0,11.0,11.0,8.0,3.0,1.0,20.0,2.0,13.0,15.0,3.0,13.0,7.0,11.0,28.0,8.0,33.0,4.0,1.0,4.0,1.0,7.0,5.0,31.0,6.0,21.0,6.0,15.0
train,066_2_c10_001544,4.0,3.0,1.0,4.0,1.0,3.0,5.0,4.0,5.0,5.0,9.0,9.0,13.0,10.0,12.0,12.0,8.0,6.0,3.0,7.0,8.0,17.0,5.0,20.0,4.0,6.0,21.0,4.0,6.0,3.0,4.0,10.0,13.0,5.0,26.0,6.0,7.0,15.0,24.0,6.0,5.0,33.0,33.0,12.0,13.0,36.0,19.0,13.0
train,066_2_c10_001545,2.0,2.0,4.0,3.0,4.0,5.0,6.0,7.0,6.0,6.0,6.0,7.0,4.0,2.0,3.0,4.0,9.0,10.0,17.0,15.0,6.0,20.0,7.0,5.0,7.0,8.0,14.0,12.0,1.0,11.0,7.0,5.0,2.0,17.0,13.0,15.0,3.0,29.0,4.0,9.0,35.0,4.0,20.0,16.0,31.0,13.0,20.0,6.0
train,066_2_c10_001546,2.0,2.0,4.0,3.0,4.0,5.0,6.0,7.0,6.0,1.0,3.0,6.0,4.0,13.0,3.0,7.0,15.0,13.0,14.0,3.0,16.0,14.0,14.0,17.0,15.0,25.0,2.0,24.0,25.0,24.0,15.0,19.0,11.0,19.0,27.0,24.0,29.0,10.0,28.0,23.0,19.0,27.0,1.0,5.0,8.0,20.0,37.0,12.0
train,066_2_c10_001547,5.0,5.0,3.0,2.0,2.0,2.0,10.0,2.0,7.0,4.0,5.0,3.0,6.0,11.0,7.0,1.0,1.0,11.0,11.0,6.0,7.0,11.0,11.0,8.0,3.0,1.0,20.0,2.0,13.0,15.0,3.0,13.0,7.0,11.0,28.0,8.0,33.0,4.0,1.0,4.0,1.0,7.0,5.0,31.0,6.0,21.0,6.0,15.0
train,066_2_c10_001548,4.0,3.0,1.0,4.0,1.0,3.0,7.0,4.0,3.0,2.0,1.0,1.0,5.0,10.0,13.0,6.0,6.0,12.0,13.0,7.0,20.0,8.0,10.0,12.0,11.0,6.0,17.0,13.0,11.0,19.0,11.0,29.0,5.0,12.0,18.0,21.0,20.0,15.0,7.0,27.0,10.0,20.0,6.0,17.0,23.0,17.0,33.0,7.0
train,066_2_c10_001549,1.0,4.0,5.0,3.0,4.0,5.0,2.0,9.0,10.0,8.0,3.0,6.0,2.0,6.0,15.0,14.0,2.0,15.0,15.0,4.0,11.0,9.0,13.0,2.0,20.0,11.0,24.0,10.0,8.0,2.0,20.0,16.0,8.0,30.0,16.0,16.0,10.0,34.0,10.0,16.0,2.0,5.0,9.0,35.0,27.0,32.0,13.0,18.0
train,066_2_c10_001550,1.0,4.0,5.0,3.0,4.0,5.0,2.0,1.0,1.0,8.0,3.0,6.0,14.0,15.0,2.0,5.0,14.0,5.0,2.0,17.0,2.0,2.0,13.0,7.0,6.0,22.0,23.0,8.0,22.0,8.0,6.0,11.0,25.0,30.0,16.0,16.0,6.0,5.0,23.0,16.0,34.0,5.0,12.0,23.0,11.0,33.0,13.0,18.0
train,066_2_c10_001551,4.0,3.0,1.0,3.0,4.0,5.0,7.0,1.0,1.0,2.0,9.0,9.0,15.0,7.0,8.0,12.0,8.0,6.0,20.0,8.0,3.0,15.0,2.0,16.0,21.0,24.0,10.0,3.0,4.0,14.0,28.0,9.0,4.0,2.0,24.0,1.0,32.0,2.0,13.0,21.0,22.0,26.0,2.0,30.0,36.0,4.0,2.0,20.0
train,066_2_c10_001552,3.0,1.0,2.0,4.0,1.0,3.0,4.0,8.0,8.0,9.0,2.0,4.0,12.0,4.0,14.0,8.0,3.0,2.0,4.0,5.0,5.0,19.0,9.0,6.0,10.0,15.0,7.0,6.0,2.0,4.0,10.0,7.0,10.0,15.0,9.0,7.0,9.0,16.0,30.0,26.0,25.0,3.0,36.0,19.0,5.0,11.0,28.0,38.0
train,066_2_c10_001553,1.0,4.0,5.0,3.0,4.0,5.0,2.0,9.0,10.0,8.0,3.0,6.0,2.0,6.0,15.0,14.0,2.0,15.0,15.0,4.0,11.0,9.0,3.0,2.0,20.0,11.0,24.0,10.0,8.0,2.0,20.0,16.0,8.0,14.0,2.0,2.0,10.0,34.0,10.0,28.0,12.0,23.0,9.0,35.0,26.0,2.0,3.0,17.0
train,066_2_c10_001554,1.0,4.0,5.0,3.0,4.0,5.0,2.0,9.0,10.0,8.0,3.0,6.0,2.0,6.0,15.0,14.0,2.0,15.0,15.0,4.0,11.0,9.0,3.0,2.0,20.0,11.0,24.0,10.0,8.0,2.0,29.0,30.0,8.0,14.0,2.0,2.0,10.0,28.0,14.0,28.0,32.0,23.0,9.0,11.0,2.0,2.0,3.0,17.0
train,066_2_c10_001555,1.0,4.0,5.0,3.0,4.0,5.0,2.0,1.0,1.0,8.0,3.0,6.0,14.0,7.0,2.0,5.0,14.0,5.0,2.0,17.0,2.0,2.0,13.0,7.0,6.0,2.0,23.0,8.0,22.0,8.0,6.0,11.0,20.0,30.0,16.0,16.0,6.0,5.0,23.0,16.0,34.0,5.0,21.0,22.0,3.0,33.0,13.0,18.0
train,066_2_c10_001556,5.0,5.0,3.0,5.0,5.0,1.0,1.0,6.0,7.0,7.0,8.0,8.0,5.0,1.0,13.0,1.0,1.0,14.0,13.0,13.0,18.0,4.0,6.0,14.0,18.0,20.0,5.0,9.0,17.0,10.0,18.0,23.0,26.0,29.0,20.0,5.0,34.0,23.0,16.0,10.0,7.0,15.0,22.0,18.0,14.0,30.0,29.0,9.0
train,066_2_c10_001557,5.0,5.0,3.0,1.0,3.0,4.0,10.0,2.0,7.0,3.0,7.0,5.0,5.0,1.0,13.0,1.0,1.0,14.0,13.0,13.0,18.0,11.0,11.0,19.0,11.0,20.0,17.0,19.0,17.0,10.0,11.0,12.0,1.0,7.0,5.0,29.0,11.0,23.0,16.0,12.0,20.0,14.0,22.0,18.0,14.0,12.0,4.0,30.0
train,066_2_c2_001533,4.0,3.0,1.0,4.0,1.0,3.0,7.0,4.0,3.0,9.0,2.0,4.0,3.0,15.0,5.0,8.0,3.0,2.0,10.0,18.0,20.0,19.0,9.0,6.0,5.0,10.0,9.0,6.0,2.0,4.0,5.0,29.0,14.0,15.0,9.0,7.0,20.0,13.0,7.0,26.0,25.0,3.0,40.0,10.0,7.0,11.0,28.0,38.0
train,066_2_c2_001534,4.0,3.0,1.0,4.0,1.0,3.0,7.0,4.0,3.0,5.0,4.0,9.0,3.0,15.0,12.0,12.0,8.0,6.0,3.0,18.0,20.0,17.0,5.0,20.0,4.0,10.0,21.0,4.0,6.0,3.0,4.0,15.0,14.0,9.0,26.0,23.0,20.0,13.0,7.0,20.0,5.0,8.0,40.0,10.0,7.0,16.0,7.0,13.0
train,066_2_c2_001535,3.0,1.0,2.0,1.0,3.0,4.0,8.0,10.0,4.0,3.0,7.0,5.0,10.0,3.0,6.0,11.0,13.0,3.0,1.0,19.0,15.0,16.0,15.0,1.0,22.0,9.0,19.0,22.0,12.0,25.0,22.0,24.0,28.0,28.0,25.0,25.0,19.0,27.0,19.0,30.0,21.0,21.0,24.0,14.0,21.0,25.0,24.0,35.0
train,066_2_c2_001558,3.0,1.0,2.0,4.0,1.0,3.0,4.0,8.0,8.0,9.0,2.0,4.0,12.0,4.0,14.0,8.0,3.0,2.0,4.0,5.0,5.0,19.0,9.0,6.0,10.0,15.0,7.0,6.0,2.0,4.0,10.0,7.0,10.0,15.0,9.0,7.0,9.0,16.0,30.0,26.0,25.0,3.0,36.0,19.0,5.0,11.0,28.0,38.0
train,066_2_c2_001559,4.0,3.0,1.0,4.0,1.0,3.0,7.0,4.0,3.0,5.0,4.0,2.0,3.0,15.0,5.0,15.0,11.0,1.0,10.0,18.0,10.0,3.0,18.0,4.0,5.0,22.0,9.0,14.0,24.0,9.0,5.0,15.0,25.0,22.0,4.0,10.0,2.0,13.0,27.0,15.0,18.0,22.0,12.0,23.0,11.0,29.0,11.0,3.0
train,066_2_c2_001560,5.0,5.0,3.0,2.0,2.0,2.0,1.0,6.0,7.0,4.0,5.0,3.0,7.0,5.0,10.0,13.0,12.0,4.0,6.0,2.0,4.0,7.0,4.0,9.0,8.0,13.0,13.0,7.0,10.0,17.0,8.0,3.0,24.0,27.0,21.0,13.0,21.0,26.0,6.0,25.0,16.0,28.0,11.0,36.0,18.0,14.0,10.0,24.0
train,066_2_c2_001561,5.0,5.0,3.0,2.0,2.0,2.0,10.0,2.0,7.0,4.0,5.0,3.0,6.0,11.0,7.0,1.0,1.0,14.0,11.0,6.0,7.0,11.0,11.0,8.0,23.0,1.0,8.0,19.0,3.0,10.0,23.0,13.0,19.0,3.0,30.0,8.0,1.0,9.0,34.0,32.0,9.0,29.0,37.0,9.0,19.0,40.0,5.0,21.0
train,066_2_c2_001562,5.0,5.0,3.0,2.0,2.0,2.0,10.0,2.0,7.0,4.0,5.0,3.0,6.0,11.0,7.0,1.0,1.0,14.0,11.0,6.0,7.0,11.0,11.0,8.0,3.0,1.0,20.0,19.0,3.0,10.0,3.0,13.0,7.0,3.0,30.0,8.0,1.0,9.0,34.0,32.0,13.0,29.0,37.0,9.0,37.0,40.0,5.0,2.0
train,066_2_c2_001563,2.0,2.0,4.0,2.0,2.0,2.0,5.0,7.0,5.0,2.0,1.0,1.0,15.0,14.0,8.0,6.0,6.0,12.0,8.0,12.0,14.0,8.0,10.0,12.0,12.0,18.0,12.0,13.0,18.0,5.0,12.0,18.0,13.0,12.0,14.0,19.0,18.0,22.0,11.0,11.0,10.0,20.0,26.0,28.0,38.0,28.0,30.0,22.0
train,066_2_c2_001564,5.0,5.0,3.0,2.0,2.0,2.0,1.0,6.0,7.0,4.0,5.0,3.0,7.0,5.0,10.0,13.0,12.0,4.0,6.0,2.0,4.0,7.0,4.0,9.0,8.0,13.0,13.0,7.0,10.0,17.0,8.0,3.0,24.0,27.0,21.0,13.0,21.0,26.0,6.0,25.0,16.0,28.0,11.0,36.0,18.0,14.0,10.0,24.0
train,066_2_c2_001565,5.0,5.0,3.0,2.0,2.0,2.0,10.0,2.0,7.0,4.0,5.0,3.0,6.0,11.0,7.0,13.0,12.0,4.0,11.0,6.0,7.0,7.0,4.0,9.0,23.0,1.0,8.0,7.0,10.0,17.0,23.0,13.0,19.0,27.0,14.0,19.0,1.0,9.0,34.0,11.0,9.0,28.0,37.0,9.0,19.0,28.0,30.0,21.0
train,066_2_c2_001566,3.0,1.0,2.0,5.0,5.0,1.0,3.0,3.0,2.0,7.0,8.0,8.0,1.0,8.0,11.0,3.0,7.0,7.0,7.0,9.0,12.0,4.0,6.0,14.0,9.0,5.0,1.0,9.0,17.0,6.0,9.0,6.0,9.0,29.0,20.0,5.0,12.0,8.0,9.0,10.0,7.0,15.0,32.0,20.0,4.0,30.0,29.0,9.0
train,066_2_c2_001567,5.0,5.0,3.0,2.0,2.0,2.0,1.0,6.0,7.0,2.0,1.0,1.0,5.0,1.0,13.0,6.0,6.0,12.0,13.0,13.0,18.0,8.0,10.0,12.0,18.0,20.0,5.0,13.0,18.0,5.0,18.0,23.0,1.0,12.0,14.0,19.0,34.0,23.0,16.0,11.0,10.0,20.0,22.0,18.0,14.0,28.0,30.0,22.0
train,066_2_c2_001568,4.0,3.0,1.0,4.0,1.0,3.0,7.0,4.0,3.0,5.0,4.0,9.0,13.0,10.0,12.0,12.0,8.0,6.0,3.0,7.0,20.0,17.0,5.0,20.0,4.0,10.0,21.0,4.0,6.0,3.0,4.0,29.0,14.0,9.0,26.0,23.0,20.0,13.0,7.0,20.0,5.0,8.0,40.0,10.0,7.0,35.0,7.0,13.0
